Address,City,Price,Bedrooms,Bathrooms,Amenities,Listing URL
"3547 Devon Chase Rd, Atlanta, GA, 30349, US",Atlanta,2199,4,2,"pool, dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/681e0aef21da244dc6342f8f
"682 Milford Dr SW, Marietta, GA, 30060, US",Marietta,2095,4,2,"fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6825d82578cf75b25f0f2f21
"6665 Hidden Brook Trl, College Park, GA, 30349, US",College Park,1770,4,1,"dishwasher, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6825d86078cf75b25f0f37ae
"3341 Landing S Dr, Atlanta, GA, 30331, US",Atlanta,2595,4,3,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/682f9f33a5fed1f5df0cf478
"418 Jada Ln, Villa Rica, GA, 30180, US",Villa Rica,1795,3,2,"pool, dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6838d8f16c1452f449376312
"232 Hiram Ter, Hiram, GA, 30141, US",Hiram,1699,2,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6839d695d547291a0293771d
"3707 Gardenwick Rd, Powder Springs, GA, 30127, US",Powder Springs,2345,3,2,"pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68408a8edc6f8cc1d6c4444b
"51 Richaven Pl, Dallas, GA, 30132, US",Dallas,1880,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/684af9b5c6e7eee34eec190c
"2567 River Forest Ct, Ellenwood, GA, 30294, US",Ellenwood,1875,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/65b435e498707c00f603e437
"4845 Plymouth Trce, Decatur, GA, 30035, US",Decatur,1610,3,2,"fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/65f9c90ce9fdbd002e3ab37a
"247 Roxbury Dr, Riverdale, GA, 30274, US",Riverdale,1780,4,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6604b37113cf81002f4e97b9
"5491 La Fleur Trl, Lithonia, GA, 30038, US",Lithonia,1775,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/660d7d779975c8002ebb0cde
"3821 Rex Cir, Rex, GA, 30273, US",Rex,1625,3,1,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/660dd19eef1259002e3f048a
"117 Thayer Ave SE, Atlanta, GA, 30315, US",Atlanta,1645,3,1,"fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/660dd299ef1259002e3f0a03
"39 Springside Dr SE, Atlanta, GA, 30354, US",Atlanta,1525,3,1,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6614691202fe6b002e18347d
"6381 Impala Cir, Morrow, GA, 30260, US",Morrow,1565,3,1,"parking, pets",https://mynd.rhenti.com/#/property/6619d37eb04d86002e4d541f
"213 16th Street NW Unit 9, Atlanta, GA, 30363, US",Atlanta,2950,3,3,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/663169ecff02b8002e526350
"528 Crestridge Ct, Stone Mountain, GA, 30083, US",Stone Mountain,1849,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/66340d646e0245002e2a3805
"5782 Northfield Ct, Ellenwood, GA, 30294, US",Ellenwood,1745,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/66832702d64b1e002db0e9ad
"1853 Center Ave, Atlanta, GA, 30344, US",Atlanta,1650,2,2,"dishwasher, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/66e1db0de2f8d61dd5f49751
"1468 Briarwood Road NE, Unit 511, Brookhaven, GA, 30319, US",Brookhaven,1695,1,1,"pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/677f119cd2decacdbcb28aa5
"2912 Akron St, East Pt, GA, 30344, US",East Pt,1749,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/679bda7d325cbb958cbe5180
"1531 Eastern Sunrise Ln, Decatur, GA, 30034, US",Decatur,1645,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67cc6d3e9aad8d6cadc47c50
"8007 Sonja Dr, Jonesboro, GA, 30236, US",Jonesboro,1725,3,2,"fridge, air_conditioner, pets",https://mynd.rhenti.com/#/property/67d1cc093e643b468ea6c63b
"2308 Towneheights Ter SE, Smyrna, GA, 30080, US",Smyrna,2775,4,2,"dishwasher, microwave, fridge, air_conditioner, parking",https://mynd.rhenti.com/#/property/67dace1e851e698a763f5397
"608 Creekwood Ct SE, Conyers, GA, 30094, US",Conyers,1699,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67dc9005857523d104e6d72b
"3448 Cascade Parc Blvd, Atlanta, GA, 30311, US",Atlanta,2399,3,2,"pool, dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67dedf132705b71bb6a2ecc2
"2547 Piering Dr, Lithonia, GA, 30038, US",Lithonia,1695,3,2,"dishwasher, fridge, air_conditioner, parking",https://mynd.rhenti.com/#/property/67e55a159195d06e6f0f4445
"7006 Vesta Way, Jonesboro, GA, 30236, US",Jonesboro,1555,3,1,"fridge, air_conditioner, pets",https://mynd.rhenti.com/#/property/67e5e694d85e0cec3347c77e
"269 Preston Ln SW STE, Atlanta, GA, 30315, US",Atlanta,2799,4,3,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67e6abc29195d06e6f1aaeae
"738 Edgeley Ln, Lawrenceville, GA, 30044, US",Lawrenceville,2699,5,2,"dishwasher, microwave, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67ec7e62be182b37781c7a39
"2238 Waters Run, Decatur, GA, 30035, US",Decatur,2299,4,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67ed5f280cdce7c3bcd8672d
"2050 Meador Ave SE, Atlanta, GA, 30315, US",Atlanta,3000,6,4,"dishwasher, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67f4699307b7c472c8c0d01f
"1575 Laurel Park Pl, Atlanta, GA, 30310, US",Atlanta,1725,3,3,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67f72646e010028685eb5acf
"1714 Connally Dr, East Point, GA, 30344, US",East Point,1995,3,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67f974f9d460fdf5041f1b96
"1027 River Bend Ct, Riverdale, GA, 30296, US",Riverdale,1760,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67ffb8a5effd58083245fcbb
"1070 4th St NW, Atlanta, GA, 30318, US",Atlanta,2579,4,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6801d111f3367c8e8abc895a
"5486 Fox Valley Ln, Stone Mountain, GA, 30088, US",Stone Mountain,1745,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/680fdfbb9b3edcc58e03ea47
"801 Shore Dr, Lithonia, GA, 30058, US",Lithonia,1825,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/681bf46310291cbc8b984046
"5757 Strathmoor Manor Cir, Lithonia, GA, 30058, US",Lithonia,1845,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/681e3570f8355b93254bf5b0
"1190 Evelyn Dr, Forest Park, GA, 30297, US",Forest Park,1395,3,1,"fridge, air_conditioner, pets",https://mynd.rhenti.com/#/property/6825d98278cf75b25f0f5452
"215 Moreland Way, Hapeville, GA, 30354, US",Hapeville,1675,3,2,"fridge, air_conditioner, pets",https://mynd.rhenti.com/#/property/682664103a046fb27c417f9f
"70 Highland Cir, Stockbridge, GA, 30281, US",Stockbridge,1775,3,2,"air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/682c8b87c379db1ba4be851d
"850 Piedmont Ave NW Unit 3305, Atlanta, GA, 30308, US",Atlanta,3395,2,2,"pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/682df8ff952856db9ef3ec13
"161 Spring St, Jonesboro, GA, 30236, US",Jonesboro,1535,3,1,"fridge, air_conditioner, pets",https://mynd.rhenti.com/#/property/682e14b1535330058889f563
"1932 Glenwood Downs Dr, Decatur, GA, 30035, US",Decatur,1825,3,2,"fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/682e4d2fc379db1ba4cf1efa
"294 Morris Dr SE, Conyers, GA, 30094, US",Conyers,1545,3,2,"fridge, air_conditioner, pets",https://mynd.rhenti.com/#/property/682e4d52c379db1ba4cf2aa8
"652 Daniel Ave, Decatur, GA, 30032, US",Decatur,1775,2,1,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/682f2e7e04c5c04363a76472
"2805 Varlet Ct, Snellville, GA, 30039, US",Snellville,1899,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6831ed1cbc06f610369c02db
"4906 Wolverton Dr, Lithonia, GA, 30038, US",Lithonia,1895,3,2,"dishwasher, ensuite_washer, ensuite_dryer, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6831ed4cbc06f610369c4ad6
"545 Haymarket Ct, Riverdale, GA, 30296, US",Riverdale,2020,3,2,"fridge, air_conditioner, pets",https://mynd.rhenti.com/#/property/6834e47d81f63eecea10ee27
"1777 Temple Ave Unit D, College Park, GA, 30337, US",College Park,2399,3,3,"dishwasher, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6835fdd95b7ee9d9f346962f
"1754 Laurel Ridge Dr SW, Conyers, GA, 30094, US",Conyers,1855,3,2,"fridge, air_conditioner, pets",https://mynd.rhenti.com/#/property/6836361512650819df29efb1
"4333 Water Elm Aly, Atlanta, GA, 30360, US",Atlanta,3599,4,3,"pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/683733a038dbf92be2278894
"3600 Clearview Dr, Rex, GA, 30273, US",Rex,2195,3,3,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6838bd5a9b602a09c4aecb10
"1777 Temple Ave Unit F, College Park, GA, 30337, US",College Park,2550,3,3,"dishwasher, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6838d9016c1452f449377079
"115 Hugh Dr, Covington, GA, 30016, US",Covington,1820,4,2,"fridge, air_conditioner, pets",https://mynd.rhenti.com/#/property/6838d9286c1452f4493790ca
"2000 Cascade Rd, Atlanta, GA, 30311, US",Atlanta,2245,3,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68406df534f185fc5dffee91
"108 Hillside Ave SE, Atlanta, GA, 30315, US",Atlanta,1625,2,1,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68432d108ce2643cbb78140d
"8297 Attleboro Dr, Jonesboro, GA, 30238, US",Jonesboro,1605,3,1,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6843650ed1d89ba7082e0471
"668 Scott Cir, Decatur, GA, 30033, US",Decatur,2295,3,2,"dishwasher, ensuite_washer, ensuite_dryer, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6847052907792c9eb6e4b116
"1161 Indale Pl SW, Atlanta, GA, 30310, US",Atlanta,1499,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/684b3219060c3f93b385b957
"289 Whitetail Cir, Canton, GA, 30115, US",Canton,2350,3,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/65f9d2ef3e586e002ee82f3e
"22 Boone Dr, Woodstock, GA, 30189, US",Woodstock,1935,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/684add7e645abdef81fff790
"36 Briarwood Drive East, Dawsonville, GA, 30534, US",Dawsonville,2299,4,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6726a0f16b4377fba614b91d
"6060 Weddington Dr, Cumming, GA, 30040, US",Cumming,2845,5,3,"pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68388503c8262b15a902ef30
"262 Barnwood Ln, Dawsonville, GA, 30534, US",Dawsonville,2399,4,2,"pool, dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/683f38b4109df971d7725bd3
"554 Magnolia Dr, Dawsonville, GA, 30534, US",Dawsonville,2795,5,3,"pool, dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6840a669ba66b8d2e5d72fa1
"751 Jackson Ct, Social Circle, GA, 30025, US",Social Circle,2295,4,2,"pool, dishwasher, microwave, fridge, air_conditioner, balcony, parking, pets",https://mynd.rhenti.com/#/property/66045f397792d0002e93f9f2
"3442 Salem Mill Trl, Conyers, GA, 30013, US",Conyers,1565,3,1,"dishwasher, fridge, air_conditioner, pets",https://mynd.rhenti.com/#/property/666c697401d462002d1e9216
"131 Lake Run, Lawrenceville, GA, 30046, US",Lawrenceville,2225,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/669020437a3167002d7e1d25
"1827 Kirkland Rd, Covington, GA, 30016, US",Covington,1565,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67d4a73bfbe0e90520614348
"155 Finley Dr, Commerce, GA, 30529, US",Commerce,2199,4,2,"dishwasher, microwave, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67e5aefa1eb7451c1040b676
"2696 Creek Mill Ln, Gainesville, GA, 30504, US",Gainesville,1799,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/67f04164114fc02fa41f4219
"549 Village Run, Lawrenceville, GA, 30046, US",Lawrenceville,1925,3,2,"dishwasher, microwave, fridge, pets",https://mynd.rhenti.com/#/property/680119d855da038a9c6016b2
"5820 Wheeler Ridge Rd, Auburn, GA, 30011, US",Auburn,2545,4,2,"pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/680301fbf3367c8e8acb3189
"75 Adelaide Drive, Covington, GA, 30016, US",Covington,1899,4,2,"pool, dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/6807e5602a45d45e1ee1e6d6
"120 Princeton Way, Covington, GA, 30016, US",Covington,1999,3,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/68127f4cf0213f24d8f14868
"160 Mills Lndg, Covington, GA, 30016, US",Covington,1695,3,2,"fridge, air_conditioner, pets",https://mynd.rhenti.com/#/property/6812b9bc3da254e5491d91cf
"2282 Fairview Rd SE, Conyers, GA, 30013, US",Conyers,1805,4,2,"fridge, air_conditioner, pets",https://mynd.rhenti.com/#/property/6825d8cd78cf75b25f0f41c7
"50 Bellerive Lane, Covington, GA, 30014, US",Covington,2245,4,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/682f9ee7a5fed1f5df0cb136
"1224 Classic Dr NE, Conyers, GA, 30013, US",Conyers,2175,4,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68308062d11df85910600246
"189 Herring St, Athens, GA, 30601-3134, US",Athens,1645,2,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6830b7dfe1a21dca7af2a701
"225 Shiver Blvd, Covington, GA, 30016, US",Covington,2700,5,3,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6830d4ca82dbb37b12d44b10
"808 E Spring St Unit 2, Monroe, GA, 30655, US",Monroe,1545,2,1,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/683500a819100be58785d013
"2696 Creek Mill Ln, Gainesville, GA, 30504, US",Gainesville,1749,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/6840c1fbe8c4e7a05af78b18
"2616 Fieldstone View Ln SE, Conyers, GA, 30013, US",Conyers,1749,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/684213fb4ee6fa02386d2ba9
"4722 Coker Drive, Flowery Branch, GA, 30542, US",Flowery Branch,1965,3,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/68432cff8ce2643cbb780741
"597 Fundao Ln, Lawrenceville , GA, 30046, US",Lawrenceville ,2495,3,3,"dishwasher, microwave, fridge, air_conditioner, parking",https://mynd.rhenti.com/#/property/6849a81cbe1effe9f97d2a83
"3412 Valley Hollow, Norman, OK, 73071, US",Norman,2565,4,3,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/68113b738bf4162f52a0ce48
"1870 Bartlett Drive, Newcastle, OK, 73065, US",Newcastle,1795,3,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/681e0bfb21da244dc6347dff
"13301 SW 2nd St, Yukon, OK, 73099, US",Yukon,1949,3,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/68473d8c3a9247067d5157a3
"11724 SW 7th Street, Yukon, OK, 73099, US",Yukon,1945,3,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/68473da13a9247067d5157c4
"4121 Umbria Road, Oklahoma City, OK, 73179, US",Oklahoma City,1795,4,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/684a18cf04c49c875d58f275
"10901 SW 19th Street, Yukon, OK, 73099, US",Yukon,2069,4,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/684adddb645abdef81003911
"804 E Barajas Terrace, Mustang, OK, 73064, US",Mustang,2185,4,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/684afa0dc6e7eee34eec52ed
"307 Westwood Drive, Jacksonville, AR, 72076, US",Jacksonville,1495,3,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/6825db4978cf75b25f0f7ab0
"9160 Pleasant Valley Drive, Shannon Hills, AR, 72002, US",Shannon Hills,1595,3,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/682cdfbb952856db9eecabfd
"19 Heelstone Drive, Cabot, AR, 72023, US",Cabot,1635,3,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/6836368012650819df2a3a92
"940 Pinehurst Loop, Cabot, AR, 72023, US",Cabot,1415,3,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/683a2acd5b84f58c2214c016
"9168 Pleasant Valley Drive, Shannon Hills, AR, 72002, US",Shannon Hills,1595,3,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/683e0310ab8d08da44540858
"12820 Bell Flower Drive, North Little Rock, AR, 72117, US",North Little Rock,1535,3,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/683e1f661c200d2afe9d8914
"301 Westwood Drive, Jacksonville, AR, 72076, US",Jacksonville,1495,3,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/6849c47d4ee192612b81a277
"7401 Briarwood Cv, Horn Lake, MS, 38637, US",Horn Lake,1695,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6828cecb3a046fb27c5aa137
"964 Faxon Ave, Memphis, TN, 38105, US",Memphis,2095,3,2,"dishwasher, ensuite_washer, ensuite_dryer, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6838850bc8262b15a902f54e
"1713 Homedale Ave, Memphis, TN, 38116, US",Memphis,1730,4,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6841bf235732e538e6355472
"6280 Southbridge Dr, Horn Lake, MS, 38637, US",Horn Lake,1300,4,1,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6848ab0a149d2e761345b92c
"3806 Sungrove Cir E, Bartlett, TN, 38135, US",Bartlett,1795,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/65b41d9c98707c00f603dc4f
"2634 Bay Pointe Cir W, Memphis, TN, 38128, US",Memphis,1645,2,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/65b432ac98707c00f603e338
"3996 Mountain Terrace St, Memphis, TN, 38127, US",Memphis,1035,3,1,"fridge, air_conditioner, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/65f44df295d5f582755b1f09
"747 Old Forge, Southaven, MS, 38671, US",Southaven,1700,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/65f457d43314951f8b1e0a13
"2433 Dove Glen Cv, Memphis, TN, 38133, US",Memphis,1899,4,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/65f9bb8ee9fdbd002e3a95f2
"4629 Sunnyslope Dr, Memphis, TN, 38141, US",Memphis,1475,3,2,"air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/65f9bccbe9fdbd002e3a98a4
"961 Jessica Lauren Cv, Cordova, TN, 38018, US",Cordova,1795,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/6605e959447349002ede052b
"7371 Barnstable Rd, Memphis, TN, 38125, US",Memphis,1745,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67b66287e7713c80dcf25beb
"3234 Canyon Rd, Memphis, TN, 38134, US",Memphis,1625,5,2,"parking, pets",https://mynd.rhenti.com/#/property/67d38db86f76789b3afd25bc
"7166 Abbey Cv, Memphis, TN, 38141, US",Memphis,1795,3,2,"dishwasher, microwave, fridge, air_conditioner, pets",https://mynd.rhenti.com/#/property/68087b9086bd1668fc81d8dd
"1241 Trotters Stop Cv, Cordova, TN, 38018, US",Cordova,1695,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68096a8b10cf6adf337afd13
"3231 Tena Ruth Cv, Memphis, TN, 38118, US",Memphis,1280,3,1,"fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68113af08bf4162f52a09b28
"8819 Lindstrom Cv, Memphis, TN, 38016, US",Memphis,2189,4,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/6812b9da3da254e5491db557
"2706 Dry Well Cv, Memphis, TN, 38016, US",Memphis,1895,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/681bd82b38c295f38ad0b561
"4056 Friendly Way, Memphis, TN, 38115, US",Memphis,1575,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/681ef2bb1b07f62947c7349b
"90 N Greer St, Memphis, TN, 38111, US",Memphis,825,2,1,parking,https://mynd.rhenti.com/#/property/6825dde478cf75b25f0fc285
"1594 Stable Park Ct, Memphis, TN, 38016, US",Memphis,2300,5,2,"dishwasher, microwave, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/682664753a046fb27c41eb2c
"2281 Webbing Dr, Cordova, TN, 38016, US",Cordova,1945,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68277d8bd244bdcca2ec4099
"1459 S Cooper St, Memphis, TN, 38114, US",Memphis,825,2,1,"air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6834e4ef81f63eecea1177b2
"7844 Meadow Trail Dr, Memphis, TN, 38018, US",Memphis,1695,3,2,"dishwasher, fridge, air_conditioner, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/683787cfb3f57f88c1374f74
"6298 Ivy Trails Dr, Olive Branch, MS, 38654, US",Olive Branch,2345,3,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/683b43c41c200d2afe94c3df
"15 Rolling Oaks Dr, Oakland, TN, 38060, US",Oakland,1949,3,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/683f1c16c5e9ec9e3940334c
"6726 Beaverlodge Dr, Memphis, TN, 38141, US",Memphis,1695,3,2,"dishwasher, fridge, air_conditioner, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/6842137d4ee6fa02386cd0cc
"169 Mysen Cir, Cordova, TN, 38018, US",Cordova,1945,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68498c10d722d36f513b1695
"15936 Landview Lane, Athens, AL, 35613, US",Athens,1935,3,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/67086abec272ca002d629ef9
"7209 Elmcroft Avenue NW, Huntsville, AL, 35806, US",Huntsville,1925,4,3,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/67ddaa07e58a74c06b0e548c
"2404 Slatemill Drive SW, Huntsville, AL, 35803, US",Huntsville,1995,4,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/6841f80927ea109fdc17d5f6
"115 Engineer Court, Harvest, AL, 35749, US",Harvest,1845,3,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/68432d058ce2643cbb780783
"26540 Mill Creek Drive, Athens, AL, 35613, US",Athens,2049,3,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/68436564d1d89ba7082e413f
"119 Rose Valley Drive, New Market, AL, 35761, US",New Market,2295,4,3,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/684759c0570dc4e30c1e7530
"16029 Seagard Cv, Charlotte, NC, 28278, US",Charlotte,2875,4,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/65f9bcabe9fdbd002e3a984c
"4709 Grier St, Gastonia, NC, 28056, US",Gastonia,1580,3,1,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6808118c86bd1668fc7c22fc
"2525 Darren Dr, Gastonia, NC, 28054, US",Gastonia,1545,3,1,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/681cb991d75fc5ba55c6b1da
